,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
379.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
380.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
381.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
382.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
383.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
384.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
385.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
386.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
387.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
388.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
389.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
390.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
391.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
392.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
393.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
394.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
395.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
396.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
397.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
398.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
399.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
400.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
401.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
402.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
403.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
404.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
405.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
406.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
407.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
408.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
409.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
410.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
411.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
412.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
413.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
414.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
415.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
416.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
417.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
418.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
419.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
420.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
421.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
422.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
423.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
424.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
425.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
426.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
427.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
428.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
429.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
430.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
431.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
432.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
433.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
434.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
435.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
436.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
437.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
438.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
439.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
440.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
441.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
442.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
443.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
444.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
445.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
446.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
447.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
448.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
449.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
450.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
451.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
452.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
453.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
454.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
455.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
456.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
457.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
458.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
459.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
460.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
461.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
462.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
463.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
464.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
465.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
466.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
467.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
468.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
469.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
470.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
471.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
472.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
473.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
474.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
475.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
476.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
477.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
478.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
479.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
480.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
481.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
482.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
483.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
484.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
485.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
486.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
487.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
488.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
489.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
490.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
491.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
492.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
493.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
494.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
495.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
496.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
497.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
498.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
499.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
500.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
501.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
502.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
503.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
504.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
505.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
506.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
507.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
508.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
509.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
510.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
511.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
512.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
513.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
514.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
515.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
516.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
517.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
518.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
519.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
520.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
521.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
522.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
523.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
524.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
525.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
526.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
527.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
528.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
529.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
530.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
531.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
532.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
533.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
534.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
535.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
536.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
537.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
538.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
539.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
540.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
541.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
542.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
543.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
544.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
545.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
546.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
547.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
548.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
549.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
550.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
551.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
552.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
553.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
554.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
555.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
556.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
557.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
558.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
559.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
560.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
561.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
562.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
563.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
564.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
565.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
566.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
567.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
568.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
569.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
570.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
571.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
572.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
573.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
574.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
575.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
576.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
577.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
578.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
579.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
580.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
581.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
582.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
583.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
584.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
585.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
